"Title","Year","Country"
"What is cheapest way to fly around SE Asia in a circuit - hub with roundtrip tickets or sequence of oneway tickets?","2013","-1"
"When is the Chiesa di San Maurizio al Monastero Maggiore open?","2013","-1"
"Are many sites closed during New Years Day in Milan?","2013","-1"
"Quebec, responding to French in English: faux pas?","2013","-1"
"EU/Schengen: Is a visa required if you have work permit?","2013","-1"
"EU: Medical insurance mandatory at border control?","2013","-1"
"How can I avoid or minimise haggling without causing offence?","2013","-1"
"How do you find quiet and well-equipped places to work in cities when travelling?","2013","-1"
"What differences are there between First Class and Business Class on BA long-haul?","2013","-1"
"Status of David Gareja - rocky monastery on the top of the mountain","2013","-1"
"IGCSE to apply for Australian visa","2013","Australia"
"What is typical (traditional) Lao / Laotian food?","2013","-1"
"Is it possible to travel the route Kamchatka-Kurils-Hokkaido alone at the end of Sept-Oct?","2013","-1"
"Are there any ""extended stay"" or ""multiroom suites"" in hotels in England?","2013","-1"
"Will I need a double entry visa for Russia?","2013","Russia"
"Pacific islands where you can see natives who don't wear clothes?","2013","-1"
"UK visa submission after biometric scanning","2013","-1"
"How to find a co-working space in Lille as a tourist?","2013","-1"
"How do I transport a foldable lawn chair via Airline baggage?","2013","-1"
"Transit through Stockholm (Schengen) from Beijing to Ukraine?","2013","Ukraine"
"What happens when an ATM in a country you're travelling through eats your card?","2013","-1"
"Chance of getting UK Standard Visitor visa without booking flights for application?","2013","-1"
"Will name change affect Brazilian visa (or passport in general)?","2013","Brazil"
"Where is this fountain (from Counter-Strike)?","2013","-1"
"Transit visa for Narita","2013","-1"
"How safe are cable cars?","2013","-1"
"What's the typical worst-case for security timings at London City?","2013","-1"
"Can I wear all types of military surplus clothing in Germany?","2013","Germany"
"Is there Spanish assistance for connecting flights within the USA?","2013","-1"
"Can I go through security in LHR terminal 5 if my flight is out of terminal 3?","2013","-1"
"Guide to Grand Canyon wildlife","2013","-1"
"Is sleeping outside really illegal in Laos? If so does that mean no camping too?","2013","Laos"
"Day trip or weekend trip from Vientiane, Laos?","2013","Laos"
"Do I need a carnet for travelling in/between countries in southern Africa?","2013","-1"
"Is there a cheap(ish) way from Brisbane airport to the central business district late at night?","2013","-1"
"How many 6,000 meter peaks are there in Asia? In the world?","2013","-1"
"Overnight train: London to Berlin","2013","-1"
"Do l need a transit visa for Turkey?","2013","Turkey"
"Dusseldorf Weeze Airport to Stuttgart by night","2013","-1"
"Can I enter Thailand without having my passport stamped?","2013","Thailand"
"Is it possible to stay in Laos for one year with tourist visas only?","2013","Laos"
"Are Miles & More award miles due for Y class travel?","2013","-1"
"Can Eurail pass be used for CityNightLine overnight trains?","2013","-1"
"Do we have to share overnight train rooms in Europe?","2013","-1"
"Overnight train luggage safety concerns in Europe","2013","-1"
"Where is ""Zaouiate Oued Ifrane""?","2013","-1"
"Getting Schengen Visa within a week of traveling?","2013","-1"
"Are there any guest houses close to the Buddha Park in Vientiane, Laos?","2013","Laos"
"What times do hostels allow you to check in?","2013","-1"
"Chinese visa limited to 30 days (new immigration law)?","2013","-1"
"Single-entry visa with multiple trips in short time","2013","-1"
"Why does an airline include ""seamen"" in its list of special requests?","2013","-1"
"What is a ""private transfer"" as it relates to traveling?","2013","-1"
"A Prepaid Sim card data 3G for the use in Egypt, Israel and Jordan","2013","Jordan"
"Safety tips when carrying a large sum of money","2013","-1"
"Is it legal to look for work in the US while on a B1/B2 (Business Visitor) visa?","2013","-1"
"Is there a certain length of time in which you are allowed to travel with the Schengen area? Or Is at each countries discretion?","2013","-1"
"Alaska, from Anchorage to Fairbank, car/hotel vs MotorHome","2013","-1"
"Travel to Turkey, How to Insure travel in case of Travel Advisory and Escalation","2013","Turkey"
"Is it permitted to look for a job while visiting the US under the Visa Waiver Program?","2013","-1"
"Red triangle, yellow jackets, etc. for rental cars in France","2013","France"
"Which AA Admirals' Club location at DFW is most comfortable?","2013","-1"
"What is the use of all these towels?","2013","-1"
"Which airlines give fast-track security access at Edinburgh airport?","2013","-1"
"When should one travel by car instead of train when traveling France?","2013","France"
"Australian resident working in the UK - Can I apply for a French Visa from the UK?","2013","Australia"
"Canadian wants to exit and re-enter Beijing without a visa, during 72 hour TWOA (Transit Without Visa)","2013","-1"
"How to hide your bodily odors after a long flight?","2013","-1"
"Sleeper train for Paris to Milan","2013","-1"
"Where is Kechror, Turkey?","2013","Turkey"
"Schengen transit visa for a Sri Lankan","2013","Sri Lanka"
"Do I need a transit visa in Paris and Panama?","2013","Panama"
"Where to obtain boarding passes when travelling with distinct airlines?","2013","-1"
"Departure options after Schengen visa?","2013","-1"
"Schengen visa refused","2013","-1"
"How can I buy an e-ticket for Netherlands train if I don't have a Dutch bank account?","2013","Netherlands"
"A Sunday in Galway, Ireland. Are many tourist type things closed?","2013","Ireland"
"Travelling to Canada after 90 days in USA","2013","Canada"
"Preventing theft in Western Europe","2013","-1"
"How secure is the Shanghai Airport left luggage facility?","2013","-1"
"How to pick a walking tour group, when there's a choice?","2013","-1"
"Can I use a Prepaid Tmn sim from Portugal, outside Portugal (e.g. Spain, Italy)?","2013","Spain"
"Clearing Customs and skipping connecting flight at ORD?","2013","-1"
"How dangerous is Bratislava for pedestrians?","2013","-1"
"Temporary bank account in Ukraine for a foreign traveler?","2013","Ukraine"
"What are the advantages of booking through a booking site instead of booking directly with the hotel?","2013","-1"
"Work as freelancer while tourist in US","2013","-1"
"Are there any countries where red clothing is frowned upon?","2013","-1"
"Is there a metasearch engine for hostels?","2013","-1"
"Unexpected hospitalization in the EU without EHIC, am I covered?","2013","-1"
"Does Matrazenlager-style accommodation exist outside mountain huts?","2013","-1"
"Will it be easy to find an automatic transmission car to rent in Killarney?","2013","-1"
"What gallery is Michelangelo's David in?","2013","-1"
"Motorbike rental in Japan","2013","Japan"
"Is there a website that lists the cheapest flights to meet between two cities?","2013","-1"
"Beaches on lakes in Germany - security aspects","2013","Germany"
"Simple, safe beach towns in southern California with at least a supermarket in walking distance?","2013","-1"
"Tourist maps online for Japan?","2013","Japan"
"Is it possible to manage without cash, but with credit cards only when visiting San Francisco?","2013","-1"
"Connection in Johannesburg - Can I leave the airport with a Brazilian passport?","2013","Brazil"
"What are the Phone, Data, and SMS service options for a foreigner in Japan?","2013","Japan"
"Beach North Italy","2013","Italy"
"How can I see the Berlin Wall?","2013","-1"
"Travelling to London from US with an F1 Visa for vacation","2013","-1"
"B1 Visa - I want to travel through USA without activating my 6 month B1 as I need all of it for a volunteer project","2013","-1"
"Does a UK Citizen with a foreign passport need a Visa to enter the UK?","2013","-1"
"When walking on the road, is it safer to walk in the same or opposite direction as the traffic?","2013","-1"
"Connecting through Toronto on separate tickets","2013","-1"
"Can I travel in Croatia using only Euro?","2013","Croatia"
"Is there a resource with tips to hitchhike?","2013","-1"
"Do I need to pick up my luggage and re-check between Shanghai and DFW when connecting through LAX?","2013","-1"
"What to do about my US iPhone while traveling around Europe?","2013","-1"
"Roaming charges from country to country in Europe","2013","-1"
"Is a European Union (Slovakia) driver's licence valid in the US?","2013","Slovakia"
"How to recognise/thank great cabin crew?","2013","-1"
"How long does it take for a SIM card to activate (Europe)?","2013","-1"
"Does the Havnebus 991/992 ferry in Copenhagen give a similar experience to the more expensive Canal Tours","2013","-1"
"Schengen tourist visa refused. Can I appeal for reconsideration?","2013","-1"
"What type of visa do you need if you drive to an airport in another country?","2013","-1"
"Are there reliability statistics for overnight trains between Melbourne and Sydney?","2013","-1"
"Can I check in more than one bag with Qatar Airways?","2013","Qatar"
"On a long drive in France are there places to shower and securely park my car?","2013","France"
"Are there sleeper trains going from Northern Italy to the Rhine Valley (Germany)?","2013","Italy"
"Is public transport in Naha, Okinawa good enough for day trips?","2013","-1"
"Are there other sites such as Rome2Rio?","2013","-1"
"Airplane carry-on allowance and plastic bags","2013","-1"
"Airport security checkpoint controlling carry-on luggage amount?","2013","-1"
"Transit visa travelling from Canada to India via Germany","2013","India"
"Staying in in London Heathrow Airport overnight?","2013","-1"
"Do US citizens need a visa for Turkey?","2013","Turkey"
"What are the procedures and documents necessary when traveling to France from the UK (not by plane)?","2013","France"
